restaurant,review_date,traveler_type,review
Antonios Italian Restaurant,2023-12-01T00:00:00Z,Friends,Pizza lacked sauce and cheese and felt overpriced. Additional credit card fee was unexpected. Crust was good but overall experience was disappointing.
Antonios Italian Restaurant,2023-12-01T00:00:00Z,Couples,Excellent lunch with hearty portions at fair prices. Spaghetti carbonara and sausage sub were both delicious.
Afternoon Tea Restaurant (Taipei),2023-12-01T00:00:00Z,Couples,"Very disappointing experience. Afternoon tea pricing was misleading and resulted in a bill over 2,000 NTD for minimal items. Guests felt misled by staff explanations and pressured to leave positive reviews in exchange for free snacks. Not worth the price and would not recommend."
Afternoon Tea Restaurant (Taipei),2020-06-01T00:00:00Z,Solo,Impeccable high tea experience with excellent tea preparation and attentive service. Staff carefully introduced tea options and food was well presented. One of the best authentic afternoon tea experiences in Taipei.
Afternoon Tea Restaurant (Taipei),2020-01-01T00:00:00Z,Friends,"Very nice tea with excellent service and a warm atmosphere. Slightly expensive, but acceptable for Taipei."
Afternoon Tea Restaurant (Taipei),2019-12-01T00:00:00Z,Solo,"Extremely overpriced with poor food quality. Drinks were basic but expensive, food was badly executed, and dishes were returned. Experience felt misleading and not worth the high price. Strongly do not recommend."
Afternoon Tea Restaurant (Taipei),2019-03-01T00:00:00Z,Friends,Enjoyable British-style tea experience with fresh baked cookies and milk tea panna cotta. Friendly and attentive service enhanced the visit.
Afternoon Tea Restaurant (Taipei),2019-01-01T00:00:00Z,Business,Restaurant appeared closed during visit and replaced by another concept. Unable to dine as planned.
Afternoon Tea Restaurant (Taipei),2018-12-01T00:00:00Z,Family,"Confusing concept combining French, British, and Italian elements. Service was good, but food was underwhelming and drinks were expensive. Did not fully live up to its reputation."
Afternoon Tea Restaurant (Taipei),2018-11-01T00:00:00Z,Couples,Delicious pasta with flavors reminiscent of Italy. Restaurant is tucked away but offers great food and excellent service.
Afternoon Tea Restaurant (Taipei),2018-10-01T00:00:00Z,Friends,Unique interior design with a wide alcohol selection. Rice dish was very good and service was attentive and friendly.
Afternoon Tea Restaurant (Taipei),2018-10-01T00:00:00Z,Family,Strong service and above-average food quality. Wide tea selection and thoughtful service details created a relaxing atmosphere. Recommended for afternoon tea.
Afternoon Tea Restaurant (Taipei),2018-09-01T00:00:00Z,Couples,Quaint and relaxing place with large portions and excellent food quality. Service was outstanding and staff were patient and personable.
Afternoon Tea Restaurant (Taipei),2018-08-01T00:00:00Z,Solo,Cozy and quirky atmosphere. Limited menu focused on pasta and risotto. Food was acceptable and service was good. A pleasant but not exceptional experience.
Afternoon Tea Restaurant (Taipei),2018-08-01T00:00:00Z,Friends,"Did not meet expectations despite high ranking. Limited menu, high prices, and lack of full kitchen. Would not return."
Afternoon Tea Restaurant (Taipei),2018-07-01T00:00:00Z,Solo,Outstanding service and attention to detail. Set menu was generous and memorable. Unique atmosphere made this a standout dining experience in Taipei.
Afternoon Tea Restaurant (Taipei),2018-07-01T00:00:00Z,Friends,"Excellent afternoon tea experience with generous service. Staff and owner were very welcoming, creating a memorable and celebratory atmosphere."
Kiki Eslite,2019-06-01T00:00:00Z,Solo,Lovely Sichuan cuisine at a reasonable price with a delicious numbing sensation typical of Sichuan food. A great find.
Kiki Eslite,2020-01-01T00:00:00Z,Solo,"Excellent restaurant and considered the best Kiki branch in Taipei. Very delicious food, good atmosphere, and kind staff."
Kiki Eslite,2019-12-01T00:00:00Z,Couples,"Tasty food, kind staff, and clean restaurant. Overall a very good dining experience, though one dish was served late."
Kiki Eslite,2019-12-01T00:00:00Z,Family,Set menu dishes were good but very spicy. May not suit diners who do not enjoy spicy food.
Kiki Eslite,2019-09-01T00:00:00Z,Family,Good food and pleasant atmosphere. All dishes were delicious and the family was very satisfied.
Kiki Eslite,2019-12-01T00:00:00Z,Family,"Good atmosphere and food quality. Some entrees were served late, but the overall experience was positive."
Kiki Eslite,2019-11-01T00:00:00Z,Friends,All dishes were delicious and service was satisfactory. Would like to visit again.
Kiki Eslite,2019-10-01T00:00:00Z,Family,"Atmosphere, location, and food were all satisfying. Service was especially memorable and welcoming. Would return on a future visit to Taipei."
Kiki Eslite,2019-07-01T00:00:00Z,Couples,"Excellent location near Taipei 101. Cozy seating, great service, and very good food."
Kiki Eslite,2019-05-01T00:00:00Z,Friends,"Friendly manager, excellent tofu dish, good service, and tasty food. Highly recommended."
Kiki Eslite,2019-05-01T00:00:00Z,Family,"Reservation was made but there was a short wait. Overall experience was good, and sea bream was especially delicious."
Kiki Eslite,2019-04-01T00:00:00Z,Family,Arrived earlier than reservation time and was warmly welcomed. Ordered individual dishes instead of a set menu and found the food excellent with very kind service.
Kiki Eslite,2019-04-01T00:00:00Z,Friends,"Very satisfying first meal in Taiwan. Spicy and flavorful dishes met expectations, and staff were friendly despite the restaurant being crowded."
Kiki Eslite,2019-04-01T00:00:00Z,Family,"Food was delicious, but portions felt crowded and the restaurant was quite loud. Still an enjoyable meal."
Kiki Eslite,2019-03-01T00:00:00Z,Couples,"Food was very good and staff were kind and welcoming. Dining environment felt comfortable, and reservations were not necessary."
TGI Fridays (Breeze Xinyi),2025-11-01T00:00:00Z,Solo,American-style restaurant located in Breeze Xinyi. Cheeseburger and fish and chips were well prepared and good quality. Excellent service and reliable dining experience.
TGI Fridays (Breeze Xinyi),2024-08-01T00:00:00Z,Family,"Extremely poor experience. Long wait due to waiter forgetting the order. Food arrived without explanation or apology, and celery served was rotten. Lost appetite completely."
TGI Fridays (Breeze Xinyi),2024-05-01T00:00:00Z,Friends,Celebrated a birthday and were very pleased with the friendly and helpful staff. Enjoyable experience and would return in the future.
TGI Fridays (Breeze Xinyi),2023-12-01T00:00:00Z,Family,Delicious food and friendly service. Birthday celebration included staff singing and a festive Christmas atmosphere. Family enjoyed the experience and plans to return often.
TGI Fridays (Breeze Xinyi),2023-09-01T00:00:00Z,Couples,"Very good food selection typical of TGI Fridays. Service was friendly, professional, and attentive."
TGI Fridays (Breeze Xinyi),2023-07-01T00:00:00Z,Family,Enjoyable family gathering with good food and drinks. Pleasant lunch experience overall.
TGI Fridays (Breeze Xinyi),2023-04-01T00:00:00Z,Couples,"Staff were responsive, but food quality was mediocre and caused stomach discomfort. Poor meal pacing with starters and mains arriving out of order."
TGI Fridays (Breeze Xinyi),2020-01-01T00:00:00Z,Friends,"Great place to meet friends. Comfortable booths, good food, pleasant ambience, and reasonable prices."
TGI Fridays (Breeze Xinyi),2019-12-01T00:00:00Z,Family,Convenient location above Taipei City Hall bus station. Good option when visiting Taipei 101 and nearby attractions.
TGI Fridays (Breeze Xinyi),2019-12-01T00:00:00Z,Couples,"Good service, tasty food, and nice ambience. A reliable dining option with consistently satisfying meals."
TGI Fridays (Breeze Xinyi),2019-11-01T00:00:00Z,Solo,Dependable American food such as ribs and calamari. Food quality was good though service could be slow due to crowds.
TGI Fridays (Breeze Xinyi),2019-11-01T00:00:00Z,Couples,"American fast-casual chain offering ribs, steaks, burgers, beers, and cocktails. Straightforward and familiar dining experience."
TGI Fridays (Breeze Xinyi),2019-09-01T00:00:00Z,Family,Excellent service with attentive staff. Food quality was good and overall dining experience was very positive.
TGI Fridays (Breeze Xinyi),2019-06-01T00:00:00Z,Family,Affordable pricing with good service. Menu updates were appreciated and suitable for family gatherings.
TGI Fridays (Breeze Xinyi),2019-06-01T00:00:00Z,Family,"Enjoyable American-style meal with generous portions. Fish and chips were tasty and suitable for sharing, and drinks were refreshing."
